     0.0 	  4658.71 
    30.0 	  4722.99 
    60.0 	  4788.13 
    90.0 	  4854.15 
   120.0 	  4921.04 
   150.0 	  4988.83 
   180.0 	  5057.53 
   210.0 	  5127.14 
   240.0 	  5197.68 
   270.0 	  5269.16 
   300.0 	  5341.60 
   330.0 	  5414.99 
   360.0 	  5489.36 
   390.0 	  5564.72 
   420.0 	  5641.09 
   450.0 	  5718.46 
   480.0 	  5796.86 
   510.0 	  5876.30 
   540.0 	  5956.79 
   570.0 	  6038.35 
   600.0 	  6120.99 
   630.0 	  6204.72 
   660.0 	  6289.55 
   690.0 	  6375.51 
   720.0 	  6462.60 
   750.0 	  6550.83 
   780.0 	  6640.23 
   810.0 	  6730.81 
   840.0 	  6822.57 
   870.0 	  6915.55 
   900.0 	  7009.74 
   930.0 	  7105.17 
   960.0 	  7201.85 
   990.0 	  7299.80 
  1020.0 	  7399.03 
  1050.0 	  7499.56 
  1080.0 	  7601.40 
  1110.0 	  7704.57 
  1140.0 	  7809.09 
  1170.0 	  7914.97 
  1200.0 	  8022.24 
  1230.0 	  8130.90 
  1260.0 	  8240.97 
  1290.0 	  8352.47 
  1320.0 	  8465.42 
  1350.0 	  8579.84 
  1380.0 	  8695.74 
  1410.0 	  8813.14 
  1440.0 	  8932.07 
  1470.0 	  9052.53 
  1500.0 	  9174.55 
  1530.0 	  9298.14 
  1560.0 	  9423.32 
  1590.0 	  9550.13 
  1620.0 	  9678.56 
  1650.0 	  9808.64 
  1680.0 	  9940.40 
  1710.0 	 10073.85 
  1740.0 	 10209.01 
  1770.0 	 10345.90 
  1800.0 	 10484.55 
  1830.0 	 10624.97 
  1860.0 	 10767.19 
  1890.0 	 10911.22 
  1920.0 	 11057.08 
  1950.0 	 11204.81 
  1980.0 	 11354.42 
  2010.0 	 11505.93 
  2040.0 	 11659.36 
  2070.0 	 11814.75 
  2100.0 	 11972.10 
  2130.0 	 12131.44 
  2160.0 	 12292.80 
  2190.0 	 12456.20 
  2220.0 	 12621.67 
  2250.0 	 12789.22 
  2280.0 	 12958.88 
  2310.0 	 13130.67 
  2340.0 	 13304.63 
  2370.0 	 13480.77 
  2400.0 	 13659.12 
  2430.0 	 13839.70 
  2460.0 	 14022.54 
  2490.0 	 14207.67 
  2520.0 	 14395.11 
  2550.0 	 14584.89 
  2580.0 	 14777.03 
  2610.0 	 14971.56 
  2640.0 	 15168.51 
  2670.0 	 15367.90 
  2700.0 	 15569.76 
  2730.0 	 15774.12 
  2760.0 	 15981.01 
  2790.0 	 16190.45 
  2820.0 	 16402.48 
  2850.0 	 16617.11 
  2880.0 	 16834.39 
  2910.0 	 17054.33 
  2940.0 	 17276.97 
  2970.0 	 17502.34 
  3000.0 	 17730.47 
  3030.0 	 17961.38 
  3060.0 	 18195.11 
  3090.0 	 18431.69 
  3120.0 	 18671.14 
  3150.0 	 18913.51 
  3180.0 	 19158.81 
  3210.0 	 19407.08 
  3240.0 	 19658.36 
  3270.0 	 19912.67 
  3300.0 	 20170.05 
  3330.0 	 20430.53 
  3360.0 	 20694.13 
  3390.0 	 20960.90 
  3420.0 	 21230.87 
  3450.0 	 21504.07 
  3480.0 	 21780.53 
  3510.0 	 22060.28 
  3540.0 	 22343.37 
  3570.0 	 22629.82 
  3600.0 	 22919.67 
  3630.0 	 23212.96 
  3660.0 	 23509.71 
  3690.0 	 23809.96 
  3720.0 	 24113.75 
  3750.0 	 24421.12 
  3780.0 	 24732.09 
  3810.0 	 25046.71 
  3840.0 	 25365.01 
  3870.0 	 25687.03 
  3900.0 	 26012.79 
  3930.0 	 26342.35 
  3960.0 	 26675.74 
  3990.0 	 27012.98 
