     0.0 	  5320.69 
    30.0 	  5388.75 
    60.0 	  5457.54 
    90.0 	  5527.06 
   120.0 	  5597.31 
   150.0 	  5668.31 
   180.0 	  5740.05 
   210.0 	  5812.53 
   240.0 	  5885.77 
   270.0 	  5959.75 
   300.0 	  6034.49 
   330.0 	  6109.99 
   360.0 	  6186.24 
   390.0 	  6263.26 
   420.0 	  6341.04 
   450.0 	  6419.59 
   480.0 	  6498.90 
   510.0 	  6578.99 
   540.0 	  6659.84 
   570.0 	  6741.46 
   600.0 	  6823.86 
   630.0 	  6907.03 
   660.0 	  6990.97 
   690.0 	  7075.68 
   720.0 	  7161.16 
   750.0 	  7247.41 
   780.0 	  7334.44 
   810.0 	  7422.23 
   840.0 	  7510.79 
   870.0 	  7600.11 
   900.0 	  7690.20 
   930.0 	  7781.04 
   960.0 	  7872.64 
   990.0 	  7965.00 
  1020.0 	  8058.10 
  1050.0 	  8151.95 
  1080.0 	  8246.54 
  1110.0 	  8341.86 
  1140.0 	  8437.91 
  1170.0 	  8534.69 
  1200.0 	  8632.18 
  1230.0 	  8730.37 
  1260.0 	  8829.27 
  1290.0 	  8928.86 
  1320.0 	  9029.14 
  1350.0 	  9130.08 
  1380.0 	  9231.69 
  1410.0 	  9333.95 
  1440.0 	  9436.86 
  1470.0 	  9540.39 
  1500.0 	  9644.53 
  1530.0 	  9749.28 
  1560.0 	  9854.61 
  1590.0 	  9960.52 
  1620.0 	 10066.98 
  1650.0 	 10173.98 
  1680.0 	 10281.50 
  1710.0 	 10389.52 
  1740.0 	 10498.03 
  1770.0 	 10606.99 
  1800.0 	 10716.40 
  1830.0 	 10826.22 
  1860.0 	 10936.43 
  1890.0 	 11047.02 
  1920.0 	 11157.94 
  1950.0 	 11269.19 
  1980.0 	 11380.71 
  2010.0 	 11492.50 
  2040.0 	 11604.52 
  2070.0 	 11716.72 
  2100.0 	 11829.09 
  2130.0 	 11941.59 
  2160.0 	 12054.18 
  2190.0 	 12166.82 
  2220.0 	 12279.47 
  2250.0 	 12392.09 
  2280.0 	 12504.65 
  2310.0 	 12617.09 
  2340.0 	 12729.37 
  2370.0 	 12841.44 
  2400.0 	 12953.26 
  2430.0 	 13064.77 
  2460.0 	 13175.92 
  2490.0 	 13286.65 
  2520.0 	 13396.90 
  2550.0 	 13506.63 
  2580.0 	 13615.76 
  2610.0 	 13724.23 
  2640.0 	 13831.98 
  2670.0 	 13938.93 
  2700.0 	 14045.02 
  2730.0 	 14150.17 
  2760.0 	 14254.32 
  2790.0 	 14357.37 
  2820.0 	 14459.25 
  2850.0 	 14559.87 
  2880.0 	 14659.15 
  2910.0 	 14756.99 
  2940.0 	 14853.31 
  2970.0 	 14948.01 
  3000.0 	 15040.99 
  3030.0 	 15132.14 
  3060.0 	 15221.36 
  3090.0 	 15308.55 
  3120.0 	 15393.58 
  3150.0 	 15476.34 
  3180.0 	 15556.71 
  3210.0 	 15634.57 
  3240.0 	 15709.79 
  3270.0 	 15782.23 
  3300.0 	 15851.75 
  3330.0 	 15918.22 
  3360.0 	 15981.50 
  3390.0 	 16041.42 
  3420.0 	 16097.83 
  3450.0 	 16150.59 
  3480.0 	 16199.50 
  3510.0 	 16244.42 
  3540.0 	 16285.16 
  3570.0 	 16321.55 
  3600.0 	 16353.38 
  3630.0 	 16380.49 
  3660.0 	 16402.65 
  3690.0 	 16419.68 
  3720.0 	 16431.35 
  3750.0 	 16437.46 
  3780.0 	 16437.78 
  3810.0 	 16432.07 
  3840.0 	 16420.11 
  3870.0 	 16401.64 
  3900.0 	 16376.42 
  3930.0 	 16344.18 
  3960.0 	 16304.66 
  3990.0 	 16257.58 
