     0.0 	  3671.14 
    30.0 	  3705.35 
    60.0 	  3739.86 
    90.0 	  3774.68 
   120.0 	  3809.81 
   150.0 	  3845.26 
   180.0 	  3881.02 
   210.0 	  3917.10 
   240.0 	  3953.51 
   270.0 	  3990.23 
   300.0 	  4027.29 
   330.0 	  4064.68 
   360.0 	  4102.40 
   390.0 	  4140.45 
   420.0 	  4178.84 
   450.0 	  4217.58 
   480.0 	  4256.65 
   510.0 	  4296.08 
   540.0 	  4335.85 
   570.0 	  4375.98 
   600.0 	  4416.46 
   630.0 	  4457.30 
   660.0 	  4498.50 
   690.0 	  4540.07 
   720.0 	  4582.00 
   750.0 	  4624.31 
   780.0 	  4666.98 
   810.0 	  4710.04 
   840.0 	  4753.47 
   870.0 	  4797.28 
   900.0 	  4841.49 
   930.0 	  4886.08 
   960.0 	  4931.06 
   990.0 	  4976.44 
  1020.0 	  5022.21 
  1050.0 	  5068.39 
  1080.0 	  5114.97 
  1110.0 	  5161.96 
  1140.0 	  5209.36 
  1170.0 	  5257.18 
  1200.0 	  5305.42 
  1230.0 	  5354.07 
  1260.0 	  5403.16 
  1290.0 	  5452.67 
  1320.0 	  5502.61 
  1350.0 	  5552.98 
  1380.0 	  5603.80 
  1410.0 	  5655.06 
  1440.0 	  5706.76 
  1470.0 	  5758.91 
  1500.0 	  5811.52 
  1530.0 	  5864.58 
  1560.0 	  5918.11 
  1590.0 	  5972.09 
  1620.0 	  6026.55 
  1650.0 	  6081.47 
  1680.0 	  6136.87 
  1710.0 	  6192.75 
  1740.0 	  6249.11 
  1770.0 	  6305.96 
  1800.0 	  6363.29 
  1830.0 	  6421.13 
  1860.0 	  6479.45 
  1890.0 	  6538.28 
  1920.0 	  6597.62 
  1950.0 	  6657.47 
  1980.0 	  6717.82 
  2010.0 	  6778.70 
  2040.0 	  6840.10 
  2070.0 	  6902.02 
  2100.0 	  6964.47 
  2130.0 	  7027.46 
  2160.0 	  7090.99 
  2190.0 	  7155.05 
  2220.0 	  7219.66 
  2250.0 	  7284.83 
  2280.0 	  7350.54 
  2310.0 	  7416.82 
  2340.0 	  7483.66 
  2370.0 	  7551.06 
  2400.0 	  7619.04 
  2430.0 	  7687.59 
  2460.0 	  7756.73 
  2490.0 	  7826.45 
  2520.0 	  7896.75 
  2550.0 	  7967.66 
  2580.0 	  8039.16 
  2610.0 	  8111.26 
  2640.0 	  8183.97 
  2670.0 	  8257.29 
  2700.0 	  8331.22 
  2730.0 	  8405.78 
  2760.0 	  8480.96 
  2790.0 	  8556.78 
  2820.0 	  8633.23 
  2850.0 	  8710.31 
  2880.0 	  8788.05 
  2910.0 	  8866.43 
  2940.0 	  8945.46 
  2970.0 	  9025.15 
  3000.0 	  9105.51 
  3030.0 	  9186.53 
  3060.0 	  9268.23 
  3090.0 	  9350.61 
  3120.0 	  9433.67 
  3150.0 	  9517.41 
  3180.0 	  9601.85 
  3210.0 	  9686.99 
  3240.0 	  9772.83 
  3270.0 	  9859.38 
  3300.0 	  9946.64 
  3330.0 	 10034.62 
  3360.0 	 10123.32 
  3390.0 	 10212.75 
  3420.0 	 10302.92 
  3450.0 	 10393.82 
  3480.0 	 10485.47 
  3510.0 	 10577.86 
  3540.0 	 10671.02 
  3570.0 	 10764.93 
  3600.0 	 10859.60 
  3630.0 	 10955.05 
  3660.0 	 11051.27 
  3690.0 	 11148.28 
  3720.0 	 11246.07 
  3750.0 	 11344.65 
  3780.0 	 11444.03 
  3810.0 	 11544.22 
  3840.0 	 11645.21 
  3870.0 	 11747.02 
  3900.0 	 11849.65 
  3930.0 	 11953.10 
  3960.0 	 12057.38 
  3990.0 	 12162.50 
